-39.5261362187 -11.3840564604 
-39.4699937935 -11.3842008931 
-39.5252728723 -11.3914814347 
-39.4790665943 -11.3761519513 
-39.5499990623 -11.450365359 
-39.5108021057 -11.3979640695 
-39.476668471 -11.351842412 
-39.5486598796 -11.4337467143 
-39.5086643963 -11.3721109102 
-39.4617875499 -11.4576936756 
-39.5267692827 -11.3313521871 
-39.4800475405 -11.3854113691 
-39.5500574647 -11.3485327961 
-39.5142051284 -11.4162364723 
-39.4594826117 -11.4292835895 
-39.511568059 -11.4217123748 
-39.4477799097 -11.3962915378 
-39.4866960648 -11.4503595315 
-39.4193397266 -11.3705992692 
-39.5707736112 -11.3907981664 
-39.5038705077 -11.3984222635 
-39.5456983528 -11.4300460495 
-39.4897053269 -11.3751795166 
-39.5387849817 -11.4130905924 
-39.4921899766 -11.4368622659 
-39.4390300108 -11.4524959357 
-39.493769899 -11.4626502908 
-39.5507087801 -11.4540066372 
-39.499827114 -11.3629200951 
-39.5575912236 -11.4070126948 
-39.6010522219 -11.3601266965 
-39.5452562283 -11.4145742341 
-39.5869101962 -11.3554211311 
-39.6370533862 -11.3924210516 
-39.5667550138 -11.4055580923 
-39.6012933921 -11.4282515871 
-39.6236222575 -11.4270879172 
-39.534297626 -11.3676724122 
-39.5482623127 -11.2963504026 
-39.5549607515 -11.4010187462 
-39.5631626394 -11.3742111801 
-39.5724450526 -11.4107129411 
-39.5794278181 -11.4182429964 
-39.578632656 -11.3848591581 
-39.581435693 -11.4308193295 
-39.6863880566 -11.462727448 
-39.5739273362 -11.364851278 
-39.5691779168 -11.3698167144 
-39.5660433138 -11.4625747862 
-39.5567876441 -11.3565964271 
-39.6522649652 -11.3647034974 
-39.5462066074 -11.3532122247 
-39.5291660895 -11.3928316176 
-39.5274073798 -11.3711108895 
-39.6198220768 -11.4355319472 
-39.6197733664 -11.3748069091 
-39.6147114871 -11.36875941 
-39.6106911053 -11.3606723768 
-39.6072802211 -11.4293629327 
-39.6023980101 -11.3889081529 
-39.6041060117 -11.4261588441 
-39.6035344241 -11.4434332792 
-39.6025168577 -11.368246668 
-39.6023745115 -11.3806143365 
-39.5968487475 -11.4110114687 
-39.5923216027 -11.4391038359 
-39.5865048714 -11.411062581 
60.0613071147 14.909966947 
60.053764611 14.906419844 
60.0535580216 14.9074262972 
60.0511326579 14.9016676019 
60.0458399252 14.9048526696 
