29.972 -31.496 0.0 -218.689827444 92.5512756556 -42.5256193463 
29.972 -31.496 0.0 -218.588798316 92.5275414873 -42.4720046117 
29.972 -31.496 0.0 -218.642502815 92.5326028122 -42.5259897933 
29.972 -31.496 0.0 -218.683451199 92.5579041394 -42.4786508719 
29.972 -31.496 0.0 -218.650236143 92.4739409304 -42.5508657601 
29.972 -31.496 0.0 -218.619845388 92.5206563524 -42.5121222593 
29.972 -31.496 0.0 -218.652760738 92.5757024746 -42.47688561 
29.972 -31.496 0.0 -218.735681081 92.5109540693 -42.5472796938 
29.972 -31.496 0.0 -218.622527384 92.5478308136 -42.5097683934 
29.972 -31.496 0.0 -218.691161772 92.4759698924 -42.4616392484 
29.972 -31.496 0.0 -218.61891599 92.5888424099 -42.5277363429 
29.972 -31.496 0.0 -218.623782995 92.5344658443 -42.481187456 
29.972 -31.496 0.0 -218.65521991 92.5796751923 -42.5502157981 
29.972 -31.496 0.0 -218.664829519 92.5123944306 -42.5144982758 
29.972 -31.496 0.0 -218.705090078 92.5083955525 -42.4588203049 
29.972 -31.496 0.0 -218.731008667 92.5222212011 -42.510225483 
29.972 -31.496 0.0 -218.717367516 92.5451409792 -42.4466161116 
29.972 -31.496 0.0 -218.710891192 92.4881071973 -42.4860165156 
29.972 -31.496 0.0 -218.65285328 92.5564628627 -42.4196446718 
29.972 -31.496 0.0 -218.761345021 92.5610488742 -42.5685080568 
29.972 -31.496 0.0 -218.71072498 92.5414022201 -42.5029030112 
29.972 -31.496 0.0 -218.737126952 92.5150917895 -42.5442596895 
29.972 -31.496 0.0 -218.669686992 92.5556893859 -42.4896337944 
29.972 -31.496 0.0 -218.721726116 92.5289077505 -42.5376349521 
29.972 -31.496 0.0 -218.721992785 92.5045591282 -42.4911553003 
29.972 -31.496 0.0 -218.693398312 92.4818295295 -42.4387888051 
29.972 -31.496 0.0 -218.698654603 92.4726292432 -42.4934709253 
29.972 -31.496 0.0 -218.736865311 92.4904258361 -42.549415363 
29.972 -31.496 0.0 -218.703358061 92.5761391666 -42.4988406706 
29.972 -31.496 0.0 -218.677018277 92.5247117673 -42.557537721 
29.972 -31.496 0.0 -218.673942819 92.5721405143 -42.600820836 
29.972 -31.496 0.0 -218.675345597 92.5165564062 -42.5452844167 
29.972 -31.496 0.0 -218.685235376 92.5796089241 -42.586363298 
29.972 -31.496 0.0 -218.675001678 92.5392249827 -42.636991016 
29.972 -31.496 0.0 -218.696696942 92.5307995846 -42.5662004646 
29.972 -31.496 0.0 -218.710485638 92.5107149304 -42.6005319477 
29.972 -31.496 0.0 -218.743842627 92.5196972784 -42.6220209922 
29.972 -31.496 0.0 -218.686283664 92.5672729433 -42.5337786488 
29.972 -31.496 0.0 -218.615194608 92.6239165899 -42.5491291768 
29.972 -31.496 0.0 -218.648823066 92.524284549 -42.5555820546 
29.972 -31.496 0.0 -218.66834504 92.5563704737 -42.5631414292 
29.972 -31.496 0.0 -218.673852724 92.5201730067 -42.5724968979 
29.972 -31.496 0.0 -218.676240475 92.512997908 -42.5794647454 
29.972 -31.496 0.0 -218.695620368 92.5518037665 -42.5779903002 
29.972 -31.496 0.0 -218.702270828 92.5061603467 -42.580889813 
29.972 -31.496 0.0 -218.69431705 92.4715373835 -42.6862566269 
29.972 -31.496 0.0 -218.661095946 92.564289713 -42.5740383039 
29.972 -31.496 0.0 -218.684593776 92.5646764678 -42.5687242453 
29.972 -31.496 0.0 -218.719238062 92.4775121093 -42.5652473737 
29.972 -31.496 0.0 -218.656042751 92.5715868327 -42.5569734396 
29.972 -31.496 0.0 -218.678775254 92.5685688071 -42.6519534968 
29.972 -31.496 0.0 -218.725411449 92.5912565701 -42.5446232685 
29.972 -31.496 0.0 -218.678103087 92.5395274194 -42.5289955564 
