-204.1,102.4,73.6
-204.2,102.4,73.5
-204.2,102.4,73.6
-204.3,102.5,73.6
-204.3,102.5,73.7
-204.4,102.5,73.7
-204.5,102.4,73.7
-204.6,102.4,73.7
-204.7,102.3,73.8
-204.9,102.3,73.8
-205,102.2,73.9
-205.1,102.1,73.9
-205.3,102,73.9
-205.3,101.9,74
-205.5,101.7,74
-205.6,101.6,74.1
-205.7,101.5,74.2
-205.9,101.4,74.2
-206,101.3,74.2
-206.1,101.4,74.3
-206.2,101.3,74.4
-206.3,101.3,74.4
-206.4,101.3,74.4
-206.5,101.2,74.4
-206.5,101.3,74.5
-206.5,101.3,74.5
-206.6,101.2,74.5
-206.6,101.2,74.5
-206.7,101.1,74.6
-206.7,101,74.6
-206.8,101,74.6
-206.9,100.9,74.6
-206.9,100.8,74.7
-207,100.7,74.7
-207.1,100.6,74.8
-207.2,100.5,74.8
-207.4,100.4,74.8
-207.4,100.2,75
-207.5,100.1,75
-207.7,99.9,75
-207.7,99.8,75.1
-207.8,99.7,75.1
-208,99.6,75.2
-208.1,99.5,75.2
-208.3,99.3,75.3
-208.4,99.2,75.4
-208.6,99,75.4
-208.8,98.8,75.5
-209,98.6,75.6
-209.2,98.4,75.7
-209.5,98.1,75.8
-209.8,97.8,75.8
-210,97.5,76
-210.3,97,76.1
-210.7,96.6,76.2
-211.1,96.2,76.3
-211.4,95.7,76.5
-211.7,95.1,76.7
-212.1,94.6,76.8
-212.6,94.1,76.9
-213,93.6,77.1
-213.4,93.1,77.2
-213.8,92.6,77.3
-214.2,92,77.4
-214.6,91.4,77.6
-215.1,90.9,77.7
-215.6,90.4,77.8
-216.1,89.8,77.9
-216.5,89.2,78
-216.9,88.6,78.2
-217.4,88.1,78.3
-217.9,87.4,78.4
-218.3,86.9,78.5
-218.8,86.4,78.5
-219.3,85.9,78.6
-219.7,85.3,78.7
-220.2,84.7,78.8
-220.6,84.3,78.8
-221,83.8,78.9
-221.4,83.2,79
-221.9,82.7,79
-222.2,82.2,79.1
-222.6,81.7,79.1
-223.1,81.1,79.1
-223.5,80.6,79.1
-223.9,80,79.1
-224.3,79.5,79.1
-224.8,78.9,79.2
-225.2,78.4,79.2
-225.7,77.9,79.2
-226.2,77.4,79.2
-226.7,76.9,79.2
-227.1,76.4,79.2
-227.6,75.8,79.2
-228,75.2,79.2
-228.5,74.7,79.2
-229,74.2,79.1
-229.5,73.7,79.1
-229.9,73.3,79.1
-230.3,72.9,79.1
-230.8,72.5,79.1
-231.3,72.1,79
-231.8,71.7,78.9
-232.3,71.3,78.9
-232.8,70.9,78.9
-233.3,70.5,78.9
-234,70.2,78.8
-234.5,69.9,78.8
-235.2,69.6,78.7
-235.8,69.3,78.7
-236.5,69,78.7
-237.2,68.7,78.6
-237.8,68.3,78.5
-238.6,67.9,78.4
-239.2,67.5,78.4
-239.9,67.1,78.3
-240.7,66.8,78.2
-241.4,66.4,78.1
-242.1,66.1,78.1
-242.9,66,77.9
-243.7,65.8,77.9
-244.6,65.8,77.8
-245.6,65.6,77.6
-246.5,65.6,77.5
-247.4,65.4,77.5
-248.3,65.4,77.4
-249.2,65.3,77.2
-250.2,65.3,77.1
-251.1,65.1,76.9
-252,65,76.7
-252.9,64.9,76.6
-253.7,64.8,76.4
-254.7,64.7,76.2
-255.5,64.6,76.1
-256.4,64.6,75.9
-257.3,64.7,75.7
-258.1,64.7,75.6
-259.1,64.9,75.4
-259.9,65,75.2
-260.8,65.3,75
-261.6,65.4,74.9
-262.5,65.6,74.6
-263.3,65.8,74.5
-264.1,66,74.4
-264.9,66.2,74.2
-265.7,66.4,74
-266.4,66.6,73.8
-267.2,66.9,73.6
-267.9,67.1,73.4
-268.6,67.4,73.3
-269.3,67.7,73.2
-270,68,73
-270.8,68.3,72.8
-271.5,68.7,72.6
-272.2,69,72.4
-273,69.3,72.1
-273.7,69.6,72
-274.5,69.8,71.7
-275.3,70,71.5
-276,70.2,71.1
-276.7,70.4,71
-277.5,70.6,70.6
-278.1,70.8,70.4
-278.9,71,70.1
-279.5,71.3,69.9
-280.2,71.5,69.6
-280.8,71.8,69.3
-281.3,72,69.2
-281.9,72.3,69
-282.5,72.7,68.7
-283.1,73,68.4
-283.6,73.3,68.3
-284.2,73.6,68
-284.8,73.9,67.8
-285.3,74.4,67.6
-285.7,74.8,67.4
-286.2,75.3,67.3
-286.6,75.8,67.1
-287,76.4,67
-287.4,76.9,66.9
-287.7,77.6,66.8
-288.1,78.1,66.7
-288.5,78.8,66.4
-288.8,79.4,66.3
-289.2,80,66.2
-289.6,80.6,66
-289.8,81.1,65.9
-290.2,81.7,65.7
-290.4,82.2,65.6
-290.6,82.7,65.6
-291,83.1,65.4
-291.2,83.8,65.3
-291.5,84.3,65.1
-291.9,85,64.9
-292.2,85.6,64.7
-292.5,86.2,64.6
-292.8,86.8,64.4
-293.1,87.4,64.2
-293.4,88,64.1
-293.6,88.6,63.9
-293.8,89.3,63.8
-294,89.9,63.7
-294.1,90.6,63.6
