-233.4,94.7,70.4
-234.1,94,70.6
-234.8,93.3,70.7
-235.6,92.7,70.8
-236.4,92,70.9
-237.2,91.3,71
-238.2,90.3,71.1
-239.1,89.3,71.3
-240.1,88.2,71.3
-241.1,87,71.4
-242,85.8,71.5
-242.9,84.6,71.5
-243.8,83.5,71.6
-244.6,82.4,71.6
-245.5,81.3,71.6
-246.4,80.4,71.6
-247.3,79.6,71.5
-248.2,78.8,71.4
-249.2,78.2,71.3
-250,77.7,71.2
-250.9,77.1,71.2
-251.7,76.7,71.1
-252.6,76.3,71
-253.5,76,70.8
-254.4,75.7,70.7
-255.2,75.4,70.6
-256.1,75.2,70.4
-256.9,74.9,70.3
-257.8,74.7,70.2
-258.6,74.5,70
-259.4,74.3,69.9
-260.2,74.2,69.7
-260.9,74.1,69.6
-261.7,74.1,69.4
-262.5,74.2,69.3
-263.3,74.4,69.1
-264.1,74.5,68.9
-264.8,74.9,68.8
-265.6,75.2,68.6
-266.4,75.5,68.4
-267.2,75.9,68.2
-267.9,76.2,68
-268.7,76.5,67.8
-269.3,76.9,67.7
-270.1,77.3,67.5
-270.8,77.7,67.3
-271.6,78.1,67.1
-272.2,78.6,66.9
-272.9,79.1,66.7
-273.7,79.6,66.4
-274.3,80.2,66.2
-275,80.7,66
-275.7,81.3,65.7
-276.3,81.9,65.5
-276.8,82.6,65.3
-277.4,83.1,65.1
-278,83.7,64.8
-278.5,84.2,64.6
-279,84.8,64.4
-279.5,85.4,64.2
-280,86,64
-280.4,86.6,63.7
-280.8,87.2,63.5
-281.2,87.8,63.3
-281.5,88.4,63.2
-281.7,89,63.1
-282,89.8,62.9
-282.3,90.5,62.6
-282.6,91.3,62.4
-282.8,92.2,62.2
-283,93.3,61.9
-283.2,94.3,61.7
-283.4,95.5,61.4
-283.5,96.8,61.2
-283.6,98,61
-283.6,99.2,60.7
-283.6,100.6,60.4
-283.5,102,60.2
-283.4,103.4,59.8
-283.2,104.9,59.6
-282.9,106.4,59.3
-282.5,108.1,59
-282,109.8,58.7
-281.6,111.5,58.2
-280.9,113.2,58
-280.3,114.7,57.7
-279.7,116,57.4
-279,117.3,57.2
-278.2,118.4,57.1
-277.4,119.3,57
-276.6,120.3,57
-275.8,121.2,56.9
-274.9,121.9,56.8
-273.9,122.6,56.9
-272.9,123.4,56.9
-271.8,124.1,56.9
-270.8,124.8,56.9
-269.6,125.5,56.9
-268.5,126.2,56.9
-267.3,126.9,57
-266,127.5,57.1
-264.8,128,57
-263.5,128.4,57.1
-262.2,128.7,57.3
-260.9,129,57.5
-259.6,129.3,57.5
-258.1,129.5,57.8
-256.7,129.6,57.9
-255.1,129.8,58.2
-253.6,129.8,58.3
-252,129.7,58.6
-250.5,129.4,58.9
-249,129.1,59.2
-247.4,128.6,59.6
-245.9,128.1,59.9
-244.4,127.5,60.3
-242.9,127,60.6
-241.5,126.4,60.9
-240.2,125.8,61.2
-238.8,125.3,61.5
-237.6,124.7,61.7
-236.4,124.1,62
-235.4,123.3,62.3
-234.3,122.5,62.6
-233.4,121.6,62.9
-232.5,120.4,63.3
-231.7,119.2,63.7
-231.1,117.8,64.1
-230.4,116.3,64.7
-229.8,114.8,65.2
-229.2,113.2,65.7
-228.8,111.7,66.1
-228.3,110.1,66.5
-227.9,108.5,67
-227.6,106.8,67.3
-227.2,105.1,67.7
-226.9,103.5,68.2
-226.8,101.7,68.5
-226.6,100,68.8
-226.5,98.2,69.1
-226.4,96.4,69.5
-226.3,94.5,69.8
-226.4,92.6,70
-226.4,90.7,70.3
-226.6,88.9,70.5
-226.7,87.1,70.7
-226.9,85.4,70.9
-227.2,83.8,71
-227.4,82.2,71.1
-227.8,80.7,71.2
-228.2,79.3,71.2
-228.6,78,71.2
-229,76.6,71.3
-229.5,75.3,71.3
-229.9,74,71.3
-230.5,72.7,71.2
-230.9,71.4,71.3
-231.5,70.2,71.2
-232.1,68.9,71.2
-232.6,67.7,71.1
-233.3,66.4,71
