-261.3,94.4,67.9
-261.2,95,67.9
-261.2,95.5,67.8
-261.1,96.2,67.6
-261,96.8,67.6
-261,97.4,67.4
-260.8,98,67.4
-260.7,98.7,67.3
-260.5,99.2,67.2
-260.3,99.7,67.2
-260.1,100.1,67.2
-259.8,100.7,67
-259.3,101.2,67.1
-259,101.7,66.9
-258.4,102.2,67
-257.9,102.7,66.9
-257.3,103.3,67
-256.8,103.7,66.9
-256.3,104.1,66.9
-255.7,104.5,66.8
-255.2,104.8,66.8
-254.6,105,67
-254,105.2,67
-253.5,105.3,66.9
-252.8,105.5,67
-252.3,105.7,66.9
-251.6,106,67
-251,106.2,67
-250.5,106.4,67
-250,106.5,67
-249.4,106.5,67.1
-249,106.3,67.1
-248.6,106.2,67.2
-248.2,106,67.3
-247.8,105.9,67.3
-247.3,105.7,67.5
-246.8,105.5,67.5
-246.3,105.4,67.6
-245.8,105.3,67.6
-245.2,105.1,67.7
-244.7,105,67.7
-244,104.9,67.8
-243.6,104.7,67.8
-243.1,104.5,67.8
-242.6,104.3,67.9
-242,104.1,68
-241.6,103.7,68.1
-241.1,103.4,68.2
-240.8,103,68.2
-240.3,102.7,68.4
-240,102.4,68.5
-239.6,102,68.6
-239.1,101.5,68.8
-238.7,100.9,68.8
-238.1,100.3,68.9
-237.6,99.7,69.1
-237.2,99.1,69.1
-236.8,98.6,69.2
-236.5,98.2,69.3
-236.4,97.9,69.3
-236.3,97.8,69.3
-236.2,97.7,69.4
-236.2,97.6,69.4
-236.3,97.7,69.4
-236.5,97.6,69.3
-236.5,97.6,69.5
-236.6,97.4,69.4
-236.6,97,69.5
-236.4,96.5,69.6
-236.2,95.8,69.6
-235.9,95.1,69.7
-235.6,94.4,69.9
-235.5,93.8,69.9
-235.4,93.2,70
-235.5,92.7,70
-235.4,92.3,70.2
-235.5,91.9,70.2
-235.5,91.4,70.3
-235.5,90.9,70.3
-235.3,90.4,70.4
-235.3,89.8,70.5
-235.2,89.3,70.5
-235.2,88.8,70.5
-235.2,88.3,70.6
-235.4,88,70.6
-235.5,87.7,70.7
-235.8,87.4,70.7
-236,87.2,70.8
-236.2,86.9,70.8
-236.2,86.5,70.9
-236.2,86,70.9
-236.1,85.5,70.9
-236.1,85.1,70.9
-236.2,84.7,70.9
-236.4,84.4,71
-236.7,84.4,71
-237.2,84.4,71
-237.5,84.4,71.1
-238,84.5,71.1
-238.4,84.6,71.1
-238.9,84.6,71.1
-239.3,84.4,71.1
-239.5,84.1,71.1
-239.6,83.7,71.2
-239.8,83.2,71.2
-239.9,82.7,71.2
-240,82.2,71.3
-240.3,81.8,71.2
-240.7,81.4,71.3
-241,81,71.3
-241.4,80.8,71.3
-241.8,80.4,71.3
-242.1,80,71.4
-242.6,79.6,71.3
-242.9,79.4,71.4
-243.4,79.1,71.3
-243.8,78.9,71.4
-244.4,78.7,71.4
-245,78.7,71.4
-245.8,78.7,71.3
-246.6,78.9,71.3
-247.5,79.1,71.2
-248.5,79.3,71.2
-249.4,79.5,71.1
-250.3,79.7,71
-251.1,79.8,71
-251.9,79.9,70.9
-252.6,79.9,70.8
-253.3,79.9,70.8
-253.9,80,70.7
-254.6,79.9,70.6
-255.1,79.9,70.5
-255.7,79.9,70.4
-256.2,79.9,70.4
-256.7,79.8,70.3
-257.1,79.7,70.3
-257.4,79.4,70.2
-257.6,79.1,70.1
-257.7,78.8,70.1
-258,78.6,70.1
-258.3,78.6,69.9
-258.6,78.7,69.9
-259,78.9,69.8
-259.4,78.9,69.8
-259.6,79.1,69.8
-260,79.2,69.7
-260.3,79.3,69.6
-260.6,79.3,69.6
-261,79.3,69.5
-261.3,79.3,69.5
-261.7,79.3,69.4
-262.1,79.3,69.3
-262.4,79.2,69.3
-262.8,79.2,69.1
-263.1,79.3,69.1
-263.3,79.4,69.1
-263.6,79.6,69
-263.8,79.8,68.9
-263.9,79.9,68.9
-264.1,80.2,68.8
-264.2,80.3,68.8
-264.3,80.4,68.8
-264.5,80.5,68.8
-264.6,80.6,68.7
-264.8,80.7,68.7
-264.9,80.9,68.7
-265,81.1,68.6
-265.2,81.3,68.5
-265.3,81.6,68.5
-265.3,81.9,68.5
-265.4,82.3,68.4
-265.4,82.8,68.4
-265.4,83.3,68.4
-265.3,83.7,68.4
-265.3,84.1,68.4
-265.3,84.5,68.4
-265.3,85,68.3
-265.2,85.3,68.4
-265.2,85.6,68.3
-265.2,86,68.3
-265.1,86.3,68.3
-265.1,86.6,68.2
-265,86.9,68.3
-265,87.3,68.2
-265,87.6,68.1
-264.9,88,68.2
-264.9,88.4,68.1
-264.7,88.8,68.2
-264.8,89.2,68.1
-264.8,89.6,68
-264.8,90.1,68
-265,90.4,67.9
-265,90.8,67.9
-265.2,91.3,67.8
-265.4,91.6,67.7
-265.6,92,67.6
-265.9,92.3,67.5
-266.1,92.7,67.5
-266.4,93.1,67.3
-266.5,93.5,67.3
-266.8,93.9,67.2
-267,94.4,67.2
-267.3,94.8,67
-267.7,95.3,66.9
-268,95.7,66.7
-268.4,96.1,66.6
-268.7,96.6,66.5
-269.1,96.9,66.3
-269.4,97.3,66.1
-269.7,97.7,66
-270,98.1,65.9
-270.2,98.5,65.8
-270.3,99,65.7
-270.6,99.4,65.5
-270.8,99.9,65.4
-271,100.5,65.2
-271.2,101.1,65
-271.4,101.7,64.9
-271.6,102.1,64.6
-271.8,102.6,64.5
-272,103,64.4
-272.2,103.5,64.2
-272.4,103.9,64.1
-272.7,104.2,63.8
-272.7,104.5,63.8
